vulnerability_id,cve_id,server_id,office_id,severity,os_type,is_eol_os,component_name,is_eol_component,discovery_date
VULN-00656,CVE-2024-24638,SERVER-026,Office-C,Medium,Linux,FALSE,Redis,FALSE,2025-04-18
VULN-00657,CVE-2024-61208,SERVER-034,Office-A,Low,Windows Server 2016,TRUE,Python 2.7,TRUE,2023-09-18
VULN-00658,CVE-2024-99913,SERVER-034,Office-A,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-12-29
VULN-00659,CVE-2024-6724,SERVER-052,Office-A,Critical,Linux,FALSE,Python 2.7,TRUE,2024-03-01
VULN-00660,CVE-2025-69160,SERVER-034,Office-A,Medium,Windows Server 2016,TRUE,Node.js,FALSE,2023-08-24
VULN-00661,CVE-2024-61717,SERVER-022,Office-D,High,Windows Server 2019,FALSE,nginx,FALSE,2024-12-26
VULN-00662,CVE-2022-72330,SERVER-034,Office-A,High,Windows Server 2016,TRUE,JBoss,TRUE,2025-01-16
VULN-00663,CVE-2025-50377,SERVER-062,Office-A,Low,Windows Server 2016,TRUE,JBoss,TRUE,2023-11-01
VULN-00664,CVE-2024-23405,SERVER-062,Office-A,Low,Windows Server 2016,TRUE,IIS,FALSE,2023-12-13
VULN-00665,CVE-2021-46928,SERVER-065,Office-A,Low,Windows Server 2016,TRUE,JBoss,TRUE,2023-12-10
VULN-00666,CVE-2021-33021,SERVER-047,Office-B,Low,RedHat Enterprise Linux 8,FALSE,Spring Framework,FALSE,2023-09-18
VULN-00667,CVE-2023-70944,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,JBoss,TRUE,2024-08-19
VULN-00668,CVE-2021-9599,SERVER-002,Office-D,Medium,Ubuntu 20.04,FALSE,PostgreSQL,FALSE,2023-08-10
VULN-00669,CVE-2025-31864,SERVER-037,Office-B,High,CentOS 7,TRUE,PostgreSQL,FALSE,2024-05-27
VULN-00670,CVE-2021-13649,SERVER-015,Office-B,High,Debian 9,TRUE,Python 2.7,TRUE,2023-10-11
VULN-00671,CVE-2025-77541,SERVER-046,Office-B,High,Windows Server 2019,FALSE,PHP 5.6,TRUE,2025-07-17
VULN-00672,CVE-2023-2496,SERVER-062,Office-A,Low,Windows Server 2016,TRUE,IIS,FALSE,2025-05-10
VULN-00673,CVE-2024-93407,SERVER-047,Office-B,Medium,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2025-01-26
VULN-00674,CVE-2023-89109,SERVER-038,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2023-11-26
VULN-00675,CVE-2025-6110,SERVER-028,Office-B,Medium,Debian 9,TRUE,JBoss,TRUE,2024-11-25
VULN-00676,CVE-2023-84136,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-04-26
VULN-00677,CVE-2024-36313,SERVER-023,Office-C,Medium,Debian 9,TRUE,JBoss,TRUE,2025-05-27
VULN-00678,CVE-2024-19829,SERVER-026,Office-C,Medium,Linux,FALSE,OpenSSL,FALSE,2024-11-07
VULN-00679,CVE-2021-40351,SERVER-030,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,PostgreSQL,FALSE,2025-07-16
VULN-00680,CVE-2024-18488,SERVER-040,Office-B,Medium,Debian 9,TRUE,JBoss,TRUE,2024-03-01
VULN-00681,CVE-2025-27002,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,Tomcat,FALSE,2024-04-20
VULN-00682,CVE-2022-2852,SERVER-021,Office-B,Low,Debian 9,TRUE,JBoss,TRUE,2025-03-01
VULN-00683,CVE-2023-93895,SERVER-017,Office-A,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2025-01-30
VULN-00684,CVE-2021-34285,SERVER-064,Office-D,High,Debian 9,TRUE,PHP 5.6,TRUE,2024-04-09
VULN-00685,CVE-2022-63831,SERVER-045,Office-B,Low,RedHat Enterprise Linux 8,FALSE,Node.js,FALSE,2024-07-23
VULN-00686,CVE-2024-83609,SERVER-011,Office-D,Critical,Debian 9,TRUE,JBoss,TRUE,2024-09-26
VULN-00687,CVE-2021-90652,SERVER-004,Office-A,Critical,CentOS 7,TRUE,Tomcat,FALSE,2025-06-07
VULN-00688,CVE-2021-56926,SERVER-065,Office-A,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-12-26
VULN-00689,CVE-2024-78815,SERVER-004,Office-A,Critical,CentOS 7,TRUE,Spring Framework,FALSE,2025-03-24
VULN-00690,CVE-2022-10970,SERVER-040,Office-B,Critical,Debian 9,TRUE,IIS,FALSE,2024-02-06
VULN-00691,CVE-2025-19032,SERVER-050,Office-D,Low,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2025-01-27
VULN-00692,CVE-2025-17683,SERVER-048,Office-C,High,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2023-10-02
VULN-00693,CVE-2021-26090,SERVER-016,Office-C,Critical,Debian 9,TRUE,PHP 5.6,TRUE,2023-12-18
VULN-00694,CVE-2025-50548,SERVER-069,Office-C,Low,Linux,FALSE,Node.js,FALSE,2024-06-27
VULN-00695,CVE-2024-91100,SERVER-065,Office-A,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-06-03
VULN-00696,CVE-2024-96286,SERVER-011,Office-D,High,Debian 9,TRUE,IIS,FALSE,2023-10-23
VULN-00697,CVE-2021-7920,SERVER-024,Office-D,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2025-03-27
VULN-00698,CVE-2024-66384,SERVER-014,Office-D,Medium,Ubuntu 20.04,FALSE,Struts 2,TRUE,2023-10-04
VULN-00699,CVE-2023-84258,SERVER-050,Office-D,Low,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2023-08-17
VULN-00700,CVE-2024-56973,SERVER-045,Office-B,Critical,RedHat Enterprise Linux 8,FALSE,Tomcat,FALSE,2023-10-23
VULN-00701,CVE-2023-6296,SERVER-009,Office-D,Low,Debian 9,TRUE,PHP 5.6,TRUE,2024-02-19
VULN-00702,CVE-2021-30083,SERVER-043,Office-D,Low,Windows Server 2022,FALSE,JBoss,TRUE,2024-11-29
VULN-00703,CVE-2024-59881,SERVER-044,Office-D,Low,CentOS 7,TRUE,PHP 5.6,TRUE,2025-01-18
VULN-00704,CVE-2022-13208,SERVER-060,Office-B,High,Windows Server 2016,TRUE,MySQL,FALSE,2024-12-09
VULN-00705,CVE-2025-72794,SERVER-022,Office-D,Low,Windows Server 2019,FALSE,JBoss,TRUE,2023-12-18
VULN-00706,CVE-2023-88328,SERVER-031,Office-A,Low,Ubuntu 20.04,FALSE,Struts 2,TRUE,2024-10-01
VULN-00707,CVE-2023-76432,SERVER-010,Office-A,Low,Debian 9,TRUE,OpenSSH,FALSE,2025-01-27
VULN-00708,CVE-2024-46216,SERVER-065,Office-A,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-04-15
VULN-00709,CVE-2025-94998,SERVER-052,Office-A,Critical,Linux,FALSE,Python 2.7,TRUE,2023-07-26
VULN-00710,CVE-2022-29226,SERVER-023,Office-C,High,Debian 9,TRUE,Spring Framework,FALSE,2024-10-15
VULN-00711,CVE-2022-75506,SERVER-035,Office-C,Critical,Debian 9,TRUE,Struts 2,TRUE,2024-03-04
VULN-00712,CVE-2025-97835,SERVER-057,Office-B,Critical,Windows Server 2022,FALSE,Tomcat,FALSE,2025-05-24
VULN-00713,CVE-2024-49642,SERVER-053,Office-C,High,CentOS 7,TRUE,Python 2.7,TRUE,2024-01-19
VULN-00714,CVE-2021-78505,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2025-04-14
VULN-00715,CVE-2024-76702,SERVER-036,Office-B,Critical,Windows Server 2016,TRUE,nginx,FALSE,2024-03-09
VULN-00716,CVE-2021-3501,SERVER-048,Office-C,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2025-05-07
VULN-00717,CVE-2024-46564,SERVER-038,Office-D,Low,RedHat Enterprise Linux 8,FALSE,Spring Framework,FALSE,2023-09-26
VULN-00718,CVE-2024-76283,SERVER-037,Office-B,High,CentOS 7,TRUE,PHP 5.6,TRUE,2024-09-25
VULN-00719,CVE-2022-39670,SERVER-010,Office-A,Low,Debian 9,TRUE,nginx,FALSE,2025-04-10
VULN-00720,CVE-2023-58048,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,PHP 5.6,TRUE,2024-06-05
VULN-00721,CVE-2021-93481,SERVER-046,Office-B,Critical,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-10-19
VULN-00722,CVE-2025-71737,SERVER-046,Office-B,Low,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-11-12
VULN-00723,CVE-2023-68686,SERVER-026,Office-C,Medium,Linux,FALSE,PostgreSQL,FALSE,2025-01-06
VULN-00724,CVE-2022-81216,SERVER-059,Office-A,Critical,Debian 9,TRUE,Apache HTTP Server,FALSE,2025-05-07
VULN-00725,CVE-2022-35678,SERVER-028,Office-B,Critical,Debian 9,TRUE,Tomcat,FALSE,2024-11-21
VULN-00726,CVE-2023-73300,SERVER-048,Office-C,Medium,RedHat Enterprise Linux 8,FALSE,PostgreSQL,FALSE,2024-09-08
VULN-00727,CVE-2021-39911,SERVER-067,Office-D,Medium,CentOS 7,TRUE,Struts 2,TRUE,2023-08-24
VULN-00728,CVE-2024-67726,SERVER-050,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2023-11-05
VULN-00729,CVE-2024-68638,SERVER-018,Office-B,High,Debian 9,TRUE,PHP 5.6,TRUE,2025-01-24
VULN-00730,CVE-2022-18276,SERVER-018,Office-B,Low,Debian 9,TRUE,JBoss,TRUE,2024-05-12
VULN-00731,CVE-2023-8100,SERVER-047,Office-B,Low,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2025-02-02
VULN-00732,CVE-2023-32415,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,PostgreSQL,FALSE,2025-04-13
VULN-00733,CVE-2023-81754,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,Struts 2,TRUE,2025-06-18
VULN-00734,CVE-2021-24324,SERVER-003,Office-D,High,Windows Server 2016,TRUE,Redis,FALSE,2024-01-18
VULN-00735,CVE-2023-42296,SERVER-057,Office-B,Medium,Windows Server 2022,FALSE,Spring Framework,FALSE,2023-12-22
VULN-00736,CVE-2023-38897,SERVER-023,Office-C,Critical,Debian 9,TRUE,Struts 2,TRUE,2024-02-29
VULN-00737,CVE-2025-57278,SERVER-049,Office-C,Medium,Windows Server 2019,FALSE,Struts 2,TRUE,2024-02-26
VULN-00738,CVE-2023-1212,SERVER-024,Office-D,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-03-22
VULN-00739,CVE-2023-77985,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,JBoss,TRUE,2023-09-07
VULN-00740,CVE-2022-80689,SERVER-004,Office-A,Medium,CentOS 7,TRUE,PHP 5.6,TRUE,2024-01-11
VULN-00741,CVE-2025-96200,SERVER-005,Office-C,Low,Windows Server 2022,FALSE,nginx,FALSE,2025-05-07
VULN-00742,CVE-2021-62593,SERVER-050,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2025-04-26
VULN-00743,CVE-2024-45930,SERVER-067,Office-D,Critical,CentOS 7,TRUE,JBoss,TRUE,2024-09-13
VULN-00744,CVE-2024-14608,SERVER-025,Office-A,High,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-05-07
VULN-00745,CVE-2023-87951,SERVER-007,Office-D,High,Windows Server 2016,TRUE,OpenSSL,FALSE,2025-01-23
VULN-00746,CVE-2024-97537,SERVER-054,Office-D,Medium,Debian 9,TRUE,Spring Framework,FALSE,2024-01-13
VULN-00747,CVE-2024-49318,SERVER-069,Office-C,Low,Linux,FALSE,Node.js,FALSE,2023-09-04
VULN-00748,CVE-2025-52142,SERVER-005,Office-C,High,Windows Server 2022,FALSE,PHP 5.6,TRUE,2023-11-06
VULN-00749,CVE-2024-23946,SERVER-007,Office-D,Low,Windows Server 2016,TRUE,Struts 2,TRUE,2025-05-31
VULN-00750,CVE-2022-90118,SERVER-069,Office-C,High,Linux,FALSE,PostgreSQL,FALSE,2023-09-03
VULN-00751,CVE-2024-46600,SERVER-065,Office-A,High,Windows Server 2016,TRUE,Apache HTTP Server,FALSE,2023-10-16
VULN-00752,CVE-2021-62471,SERVER-046,Office-B,Low,Windows Server 2019,FALSE,JBoss,TRUE,2024-12-27
VULN-00753,CVE-2021-79707,SERVER-064,Office-D,High,Debian 9,TRUE,PHP 5.6,TRUE,2025-03-22
VULN-00754,CVE-2023-82455,SERVER-040,Office-B,High,Debian 9,TRUE,Spring Framework,FALSE,2024-03-21
VULN-00755,CVE-2025-71093,SERVER-040,Office-B,High,Debian 9,TRUE,nginx,FALSE,2024-06-13
VULN-00756,CVE-2023-93794,SERVER-049,Office-C,High,Windows Server 2019,FALSE,Python 2.7,TRUE,2023-08-15
VULN-00757,CVE-2024-30898,SERVER-016,Office-C,Low,Debian 9,TRUE,MySQL,FALSE,2024-02-19
VULN-00758,CVE-2023-61288,SERVER-022,Office-D,Low,Windows Server 2019,FALSE,Apache HTTP Server,FALSE,2024-06-06
VULN-00759,CVE-2025-38625,SERVER-052,Office-A,High,Linux,FALSE,IIS,FALSE,2025-02-24
VULN-00760,CVE-2022-70952,SERVER-016,Office-C,Critical,Debian 9,TRUE,Node.js,FALSE,2024-04-20
VULN-00761,CVE-2025-58216,SERVER-041,Office-B,High,Windows Server 2016,TRUE,PostgreSQL,FALSE,2023-10-26
VULN-00762,CVE-2023-48247,SERVER-062,Office-A,Low,Windows Server 2016,TRUE,IIS,FALSE,2023-08-12
VULN-00763,CVE-2025-84410,SERVER-062,Office-A,Medium,Windows Server 2016,TRUE,PHP 5.6,TRUE,2023-08-11
VULN-00764,CVE-2024-50247,SERVER-014,Office-D,Low,Ubuntu 20.04,FALSE,Struts 2,TRUE,2024-02-16
VULN-00765,CVE-2024-58744,SERVER-050,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,IIS,FALSE,2024-06-30
VULN-00766,CVE-2023-15656,SERVER-024,Office-D,High,Windows Server 2016,TRUE,OpenSSL,FALSE,2024-03-02
VULN-00767,CVE-2021-36649,SERVER-003,Office-D,High,Windows Server 2016,TRUE,OpenSSH,FALSE,2024-05-06
VULN-00768,CVE-2024-82914,SERVER-068,Office-C,Critical,Debian 9,TRUE,JBoss,TRUE,2025-01-15
VULN-00769,CVE-2025-96955,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,Spring Framework,FALSE,2024-08-16
VULN-00770,CVE-2023-38654,SERVER-001,Office-D,High,Debian 9,TRUE,JBoss,TRUE,2025-04-06
VULN-00771,CVE-2022-56817,SERVER-044,Office-D,High,CentOS 7,TRUE,Spring Framework,FALSE,2023-12-26
VULN-00772,CVE-2021-29558,SERVER-008,Office-D,High,Windows Server 2022,FALSE,JBoss,TRUE,2024-06-07
VULN-00773,CVE-2023-80458,SERVER-018,Office-B,Critical,Debian 9,TRUE,Node.js,FALSE,2024-07-26
VULN-00774,CVE-2025-64091,SERVER-041,Office-B,Critical,Windows Server 2016,TRUE,MySQL,FALSE,2023-10-08
VULN-00775,CVE-2022-88035,SERVER-005,Office-C,High,Windows Server 2022,FALSE,JBoss,TRUE,2024-10-29
VULN-00776,CVE-2025-56542,SERVER-062,Office-A,Medium,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-03-25
VULN-00777,CVE-2025-78877,SERVER-041,Office-B,Low,Windows Server 2016,TRUE,JBoss,TRUE,2023-09-27
VULN-00778,CVE-2022-22047,SERVER-009,Office-D,High,Debian 9,TRUE,PostgreSQL,FALSE,2024-09-06
VULN-00779,CVE-2025-18046,SERVER-006,Office-D,Low,CentOS 7,TRUE,Python 2.7,TRUE,2024-08-20
VULN-00780,CVE-2022-72165,SERVER-035,Office-C,Medium,Debian 9,TRUE,OpenSSH,FALSE,2023-10-15
VULN-00781,CVE-2023-45735,SERVER-062,Office-A,Critical,Windows Server 2016,TRUE,Struts 2,TRUE,2024-01-29
VULN-00782,CVE-2021-88019,SERVER-049,Office-C,High,Windows Server 2019,FALSE,JBoss,TRUE,2023-09-20
VULN-00783,CVE-2025-83234,SERVER-056,Office-C,Critical,CentOS 7,TRUE,OpenSSH,FALSE,2024-11-07
VULN-00784,CVE-2022-36257,SERVER-009,Office-D,High,Debian 9,TRUE,Tomcat,FALSE,2025-03-10
VULN-00785,CVE-2022-36532,SERVER-052,Office-A,Medium,Linux,FALSE,OpenSSL,FALSE,2024-04-05
VULN-00786,CVE-2025-3357,SERVER-042,Office-D,Medium,CentOS 7,TRUE,Python 2.7,TRUE,2025-06-04
VULN-00787,CVE-2025-19104,SERVER-037,Office-B,High,CentOS 7,TRUE,PostgreSQL,FALSE,2024-02-07
VULN-00788,CVE-2024-87532,SERVER-031,Office-A,Low,Ubuntu 20.04,FALSE,JBoss,TRUE,2024-05-08
VULN-00789,CVE-2021-61611,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,nginx,FALSE,2024-11-20
VULN-00790,CVE-2025-9786,SERVER-001,Office-D,High,Debian 9,TRUE,OpenSSL,FALSE,2024-05-08
VULN-00791,CVE-2024-78094,SERVER-040,Office-B,Medium,Debian 9,TRUE,Python 2.7,TRUE,2024-09-02
VULN-00792,CVE-2025-48292,SERVER-015,Office-B,High,Debian 9,TRUE,Struts 2,TRUE,2024-02-25
VULN-00793,CVE-2022-90949,SERVER-001,Office-D,High,Debian 9,TRUE,Struts 2,TRUE,2025-03-08
VULN-00794,CVE-2025-12002,SERVER-028,Office-B,High,Debian 9,TRUE,JBoss,TRUE,2024-02-14
VULN-00795,CVE-2021-15848,SERVER-018,Office-B,Medium,Debian 9,TRUE,JBoss,TRUE,2024-12-06
VULN-00796,CVE-2024-44748,SERVER-069,Office-C,Critical,Linux,FALSE,OpenSSH,FALSE,2024-02-14
VULN-00797,CVE-2025-47598,SERVER-031,Office-A,Critical,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2025-03-29
VULN-00798,CVE-2021-31422,SERVER-009,Office-D,High,Debian 9,TRUE,OpenSSH,FALSE,2024-06-30
VULN-00799,CVE-2023-96663,SERVER-028,Office-B,Critical,Debian 9,TRUE,OpenSSH,FALSE,2024-08-15
VULN-00800,CVE-2025-37396,SERVER-060,Office-B,Low,Windows Server 2016,TRUE,nginx,FALSE,2024-05-23
VULN-00801,CVE-2023-63602,SERVER-057,Office-B,High,Windows Server 2022,FALSE,Tomcat,FALSE,2023-08-11
VULN-00802,CVE-2021-40658,SERVER-054,Office-D,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2023-12-20
VULN-00803,CVE-2025-89859,SERVER-062,Office-A,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-10-30
VULN-00804,CVE-2025-88562,SERVER-060,Office-B,Medium,Windows Server 2016,TRUE,OpenSSL,FALSE,2024-05-06
VULN-00805,CVE-2022-79790,SERVER-068,Office-C,High,Debian 9,TRUE,PHP 5.6,TRUE,2024-12-29
VULN-00806,CVE-2021-72438,SERVER-038,Office-D,High,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2025-01-30
VULN-00807,CVE-2025-26517,SERVER-061,Office-D,Medium,Windows Server 2019,FALSE,PHP 5.6,TRUE,2024-02-17
VULN-00808,CVE-2021-43568,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2023-09-04
VULN-00809,CVE-2024-19491,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,Struts 2,TRUE,2025-07-03
VULN-00810,CVE-2022-83271,SERVER-068,Office-C,Low,Debian 9,TRUE,Struts 2,TRUE,2025-02-12
VULN-00811,CVE-2025-92033,SERVER-004,Office-A,Critical,CentOS 7,TRUE,OpenSSH,FALSE,2024-06-02
VULN-00812,CVE-2023-72201,SERVER-061,Office-D,Medium,Windows Server 2019,FALSE,OpenSSL,FALSE,2024-12-03
VULN-00813,CVE-2025-22592,SERVER-025,Office-A,Medium,Windows Server 2019,FALSE,OpenSSL,FALSE,2024-02-03
VULN-00814,CVE-2021-71498,SERVER-007,Office-D,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-04-09
VULN-00815,CVE-2025-38296,SERVER-048,Office-C,Low,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2025-07-24
VULN-00816,CVE-2022-39810,SERVER-038,Office-D,Low,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2023-10-29
VULN-00817,CVE-2024-53938,SERVER-053,Office-C,Medium,CentOS 7,TRUE,Python 2.7,TRUE,2024-01-24
VULN-00818,CVE-2023-3534,SERVER-012,Office-B,Critical,Debian 9,TRUE,Struts 2,TRUE,2024-11-02
VULN-00819,CVE-2022-14674,SERVER-061,Office-D,High,Windows Server 2019,FALSE,Spring Framework,FALSE,2024-12-14
VULN-00820,CVE-2024-15237,SERVER-040,Office-B,Low,Debian 9,TRUE,Tomcat,FALSE,2023-09-06
VULN-00821,CVE-2025-60093,SERVER-056,Office-C,Critical,CentOS 7,TRUE,Python 2.7,TRUE,2024-04-19
VULN-00822,CVE-2025-98499,SERVER-018,Office-B,Critical,Debian 9,TRUE,PHP 5.6,TRUE,2025-06-09
VULN-00823,CVE-2025-7400,SERVER-026,Office-C,High,Linux,FALSE,JBoss,TRUE,2024-01-25
VULN-00824,CVE-2023-18329,SERVER-018,Office-B,Low,Debian 9,TRUE,JBoss,TRUE,2024-02-14
VULN-00825,CVE-2021-99300,SERVER-008,Office-D,Medium,Windows Server 2022,FALSE,MySQL,FALSE,2024-04-17
VULN-00826,CVE-2024-56806,SERVER-036,Office-B,Medium,Windows Server 2016,TRUE,Spring Framework,FALSE,2025-05-28
VULN-00827,CVE-2021-9034,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,PostgreSQL,FALSE,2025-02-03
VULN-00828,CVE-2021-51356,SERVER-067,Office-D,High,CentOS 7,TRUE,PHP 5.6,TRUE,2023-11-01
VULN-00829,CVE-2021-47563,SERVER-049,Office-C,Medium,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-10-14
VULN-00830,CVE-2023-92625,SERVER-014,Office-D,Medium,Ubuntu 20.04,FALSE,Python 2.7,TRUE,2024-08-29
VULN-00831,CVE-2025-95203,SERVER-022,Office-D,Low,Windows Server 2019,FALSE,Struts 2,TRUE,2025-02-08
VULN-00832,CVE-2023-12717,SERVER-036,Office-B,Critical,Windows Server 2016,TRUE,Struts 2,TRUE,2025-04-07
VULN-00833,CVE-2025-39357,SERVER-004,Office-A,Low,CentOS 7,TRUE,OpenSSH,FALSE,2023-09-07
VULN-00834,CVE-2021-17361,SERVER-027,Office-B,Medium,Debian 9,TRUE,Python 2.7,TRUE,2025-03-04
VULN-00835,CVE-2021-66848,SERVER-001,Office-D,Medium,Debian 9,TRUE,Apache HTTP Server,FALSE,2024-04-06
VULN-00836,CVE-2025-97850,SERVER-040,Office-B,High,Debian 9,TRUE,IIS,FALSE,2024-10-03
VULN-00837,CVE-2023-27531,SERVER-025,Office-A,Low,Windows Server 2019,FALSE,IIS,FALSE,2024-12-19
VULN-00838,CVE-2021-73002,SERVER-054,Office-D,Critical,Debian 9,TRUE,Struts 2,TRUE,2024-09-06
VULN-00839,CVE-2021-1689,SERVER-045,Office-B,Critical,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2023-07-31
VULN-00840,CVE-2022-66536,SERVER-047,Office-B,Critical,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2024-07-14
VULN-00841,CVE-2024-84238,SERVER-040,Office-B,Critical,Debian 9,TRUE,Tomcat,FALSE,2025-02-12
VULN-00842,CVE-2025-48467,SERVER-041,Office-B,Critical,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-01-13
VULN-00843,CVE-2023-4855,SERVER-016,Office-C,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2024-11-24
VULN-00844,CVE-2024-23422,SERVER-012,Office-B,High,Debian 9,TRUE,IIS,FALSE,2024-12-13
VULN-00845,CVE-2025-49364,SERVER-034,Office-A,High,Windows Server 2016,TRUE,Struts 2,TRUE,2025-06-22
VULN-00846,CVE-2025-96764,SERVER-012,Office-B,Medium,Debian 9,TRUE,Tomcat,FALSE,2024-06-08
VULN-00847,CVE-2023-96076,SERVER-020,Office-B,High,Linux,FALSE,Redis,FALSE,2023-08-29
VULN-00848,CVE-2025-71725,SERVER-068,Office-C,Medium,Debian 9,TRUE,Python 2.7,TRUE,2023-12-31
VULN-00849,CVE-2023-94491,SERVER-064,Office-D,High,Debian 9,TRUE,MySQL,FALSE,2024-08-01
VULN-00850,CVE-2025-28102,SERVER-053,Office-C,Medium,CentOS 7,TRUE,Tomcat,FALSE,2025-06-26
VULN-00851,CVE-2021-78535,SERVER-064,Office-D,Low,Debian 9,TRUE,Tomcat,FALSE,2024-03-15
VULN-00852,CVE-2023-87916,SERVER-056,Office-C,Low,CentOS 7,TRUE,JBoss,TRUE,2024-02-27
VULN-00853,CVE-2023-77529,SERVER-023,Office-C,High,Debian 9,TRUE,Struts 2,TRUE,2023-10-11
VULN-00854,CVE-2021-57246,SERVER-006,Office-D,Medium,CentOS 7,TRUE,Spring Framework,FALSE,2024-04-13
VULN-00855,CVE-2024-18406,SERVER-045,Office-B,Low,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2023-07-27
VULN-00856,CVE-2025-2149,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,PHP 5.6,TRUE,2025-01-26
VULN-00857,CVE-2022-46714,SERVER-057,Office-B,High,Windows Server 2022,FALSE,PHP 5.6,TRUE,2025-04-22
VULN-00858,CVE-2022-59663,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,PostgreSQL,FALSE,2025-05-08
VULN-00859,CVE-2025-6890,SERVER-018,Office-B,Low,Debian 9,TRUE,Python 2.7,TRUE,2025-02-23
VULN-00860,CVE-2023-15706,SERVER-030,Office-D,High,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2025-03-04
VULN-00861,CVE-2024-17342,SERVER-044,Office-D,Medium,CentOS 7,TRUE,Redis,FALSE,2024-11-22
VULN-00862,CVE-2024-42903,SERVER-038,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2024-10-25
VULN-00863,CVE-2025-89742,SERVER-045,Office-B,High,RedHat Enterprise Linux 8,FALSE,Spring Framework,FALSE,2023-10-05
VULN-00864,CVE-2022-94045,SERVER-044,Office-D,Medium,CentOS 7,TRUE,Redis,FALSE,2025-06-01
VULN-00865,CVE-2025-73786,SERVER-021,Office-B,Low,Debian 9,TRUE,OpenSSH,FALSE,2024-03-27
VULN-00866,CVE-2021-55713,SERVER-022,Office-D,Medium,Windows Server 2019,FALSE,Redis,FALSE,2024-05-07
VULN-00867,CVE-2025-93047,SERVER-005,Office-C,High,Windows Server 2022,FALSE,IIS,FALSE,2025-02-04
VULN-00868,CVE-2024-95446,SERVER-048,Office-C,Medium,RedHat Enterprise Linux 8,FALSE,IIS,FALSE,2024-01-08
VULN-00869,CVE-2021-20047,SERVER-031,Office-A,Medium,Ubuntu 20.04,FALSE,JBoss,TRUE,2025-02-17
VULN-00870,CVE-2021-72941,SERVER-054,Office-D,Low,Debian 9,TRUE,Spring Framework,FALSE,2024-08-04
VULN-00871,CVE-2022-50082,SERVER-015,Office-B,Low,Debian 9,TRUE,Spring Framework,FALSE,2024-06-22
VULN-00872,CVE-2022-4869,SERVER-009,Office-D,Medium,Debian 9,TRUE,Struts 2,TRUE,2025-03-05
